compound	no_of_replicates	dose	p_value	matching_score	assay	normalization	category
cyclobenzaprine	2	3.33 uM	0.541	-0.00024256700419	Cell Painting	spherized	all_data
cyclosporin-a	5	3.33 uM	0.0	0.5674821405136381	Cell Painting	spherized	all_data
cyproheptadine	5	3.33 uM	0.008	0.0494592230034219	Cell Painting	spherized	all_data
cyproterone-acetate	5	3.33 uM	0.0	0.1301629494790823	Cell Painting	spherized	all_data
cytarabine	5	3.33 uM	0.187	0.0196138523436337	Cell Painting	spherized	all_data
d-serine	5	3.33 uM	0.336	0.0116794043613298	Cell Painting	spherized	all_data
dabigatran-etexilate	5	3.33 uM	0.0	0.1437870823191711	Cell Painting	spherized	all_data
dabrafenib	5	3.33 uM	0.0	0.2594533759710657	Cell Painting	spherized	all_data
dacarbazine	5	3.33 uM	0.0	0.1393523378076629	Cell Painting	spherized	all_data
dacinostat	5	3.33 uM	0.0	0.8657087154665084	Cell Painting	spherized	all_data
dacomitinib	5	3.33 uM	0.0	0.4336611337088336	Cell Painting	spherized	all_data
danegaptide	5	3.33 uM	0.015	0.0429488469179775	Cell Painting	spherized	all_data
dantrolene	5	3.33 uM	0.006	0.0548336709656584	Cell Painting	spherized	all_data
dapagliflozin	5	3.33 uM	0.894	-0.0164269582490673	Cell Painting	spherized	all_data
dapivirine	5	3.33 uM	0.0	0.4081291773261231	Cell Painting	spherized	all_data
dapsone	5	3.33 uM	0.154	0.0223575142796934	Cell Painting	spherized	all_data
darifenacin	5	3.33 uM	0.002	0.0654469432877671	Cell Painting	spherized	all_data
darunavir	5	3.33 uM	0.167	0.0212243710551762	Cell Painting	spherized	all_data
dasabuvir	4	3.33 uM	0.002	0.0923737737320889	Cell Painting	spherized	all_data
dasatinib	5	3.33 uM	0.0	0.7429266019499879	Cell Painting	spherized	all_data
dazoxiben	5	3.33 uM	0.012	0.0440486001005339	Cell Painting	spherized	all_data
decitabine	5	3.33 uM	0.0	0.4277457997848933	Cell Painting	spherized	all_data
defactinib	2	3.33 uM	0.005	0.1826214809941487	Cell Painting	spherized	all_data
deferasirox	5	3.33 uM	0.0	0.2259222214032883	Cell Painting	spherized	all_data
deferiprone	5	3.33 uM	0.012	0.0445715744349659	Cell Painting	spherized	all_data
deforolimus	5	3.33 uM	0.0	0.6007485754411701	Cell Painting	spherized	all_data
dehydroepiandrosterone	5	3.33 uM	0.004	0.0604356390082699	Cell Painting	spherized	all_data
delanzomib	5	3.33 uM	0.0	0.6985584783942558	Cell Painting	spherized	all_data
delivert	5	3.33 uM	0.95	-0.0212544429133114	Cell Painting	spherized	all_data
dequalinium	5	3.33 uM	0.0	0.5609315328605521	Cell Painting	spherized	all_data
desmopressin-acetate	5	3.33 uM	0.208	0.0183997601795664	Cell Painting	spherized	all_data
dexamethasone	10	3.33 uM	0.0	0.3613783643519576	Cell Painting	spherized	all_data
dexfenfluramine	5	3.33 uM	0.005	0.0555031229096765	Cell Painting	spherized	all_data
dexniguldipine	2	3.33 uM	0.002	0.2819754681767842	Cell Painting	spherized	all_data
dextromethorphan	5	3.33 uM	0.0	0.1038553591552828	Cell Painting	spherized	all_data
diacerein	5	3.33 uM	0.011	0.0483466309803236	Cell Painting	spherized	all_data
diazepam	5	3.33 uM	0.153	0.0224126051909646	Cell Painting	spherized	all_data
diclofenac	5	3.33 uM	0.082	0.0280140728379139	Cell Painting	spherized	all_data
diclofensine	5	3.33 uM	0.005	0.0599141900557675	Cell Painting	spherized	all_data
dicloxacillin	5	3.33 uM	0.0	0.109602784790674	Cell Painting	spherized	all_data
dicoumarol	5	3.33 uM	0.135	0.0237427464280096	Cell Painting	spherized	all_data
dideoxyadenosine	5	3.33 uM	0.002	0.0650182451313607	Cell Painting	spherized	all_data
dienogest	5	3.33 uM	0.0	0.0760157736586245	Cell Painting	spherized	all_data
diethylcarbamazine	5	3.33 uM	0.007	0.0513610297293039	Cell Painting	spherized	all_data
diethylstilbestrol	5	3.33 uM	0.036	0.0347380696941975	Cell Painting	spherized	all_data
diflunisal	5	3.33 uM	0.036	0.034900099943784	Cell Painting	spherized	all_data
dihydroergocristine	5	3.33 uM	0.003	0.0620267452423229	Cell Painting	spherized	all_data
dihydroergotamine	5	3.33 uM	0.177	0.0205080274187699	Cell Painting	spherized	all_data
dilazep	5	3.33 uM	0.0	0.1821806058955057	Cell Painting	spherized	all_data
diltiazem	5	3.33 uM	0.0	0.1733356141015233	Cell Painting	spherized	all_data
dimesna	5	3.33 uM	0.002	0.0662026757537515	Cell Painting	spherized	all_data
diminazene-aceturate	5	3.33 uM	0.007	0.0523306036513941	Cell Painting	spherized	all_data
dinaciclib	5	3.33 uM	0.0	0.7494372768699329	Cell Painting	spherized	all_data
diosmin	5	3.33 uM	0.021	0.0395747831913624	Cell Painting	spherized	all_data
diphenidol	4	3.33 uM	0.061	0.0381684993402641	Cell Painting	spherized	all_data
dipraglurant	5	3.33 uM	0.424	0.0081183610701421	Cell Painting	spherized	all_data
disopyramide	5	3.33 uM	0.03	0.0362725326064196	Cell Painting	spherized	all_data
disulfiram	5	3.33 uM	0.0	0.5913501326319752	Cell Painting	spherized	all_data
dmp-777	5	3.33 uM	0.0	0.2713107855124941	Cell Painting	spherized	all_data
docetaxel	5	3.33 uM	0.0	0.7095249264269603	Cell Painting	spherized	all_data
dofequidar	5	3.33 uM	0.0	0.109699590035145	Cell Painting	spherized	all_data
donepezil	5	3.33 uM	0.005	0.0565007227403616	Cell Painting	spherized	all_data
donitriptan	5	3.33 uM	0.239	0.0167096140819646	Cell Painting	spherized	all_data
dopamine	2	3.33 uM	0.586	-0.0041164932957234	Cell Painting	spherized	all_data
doramapimod	5	3.33 uM	0.0	0.1842106466974916	Cell Painting	spherized	all_data
dorzolamide	5	3.33 uM	0.14	0.0234944453851767	Cell Painting	spherized	all_data
doxapram	5	3.33 uM	0.085	0.0277494543222209	Cell Painting	spherized	all_data
doxazosin	5	3.33 uM	0.0	0.0827851433375358	Cell Painting	spherized	all_data
doxepin	5	3.33 uM	0.007	0.053724110846888	Cell Painting	spherized	all_data
doxifluridine	5	3.33 uM	0.038	0.0343900478476575	Cell Painting	spherized	all_data
doxofylline	5	3.33 uM	0.0	0.0879423965382429	Cell Painting	spherized	all_data
doxorubicin	5	3.33 uM	0.0	0.5418196248104912	Cell Painting	spherized	all_data
doxycycline-hyclate	5	3.33 uM	0.0	0.1253110535546734	Cell Painting	spherized	all_data
dpcpx	4	3.33 uM	0.002	0.0885958612612945	Cell Painting	spherized	all_data
dpi-201106	5	3.33 uM	0.0	0.1407351678325762	Cell Painting	spherized	all_data
dronedarone	5	3.33 uM	0.0	0.364865424657028	Cell Painting	spherized	all_data
droperidol	5	3.33 uM	0.217	0.0180742027850149	Cell Painting	spherized	all_data
drospirenone	4	3.33 uM	0.002	0.0757647830290685	Cell Painting	spherized	all_data
du-728	5	3.33 uM	0.085	0.0277600483466639	Cell Painting	spherized	all_data
duloxetine	5	3.33 uM	0.02	0.0403011475083727	Cell Painting	spherized	all_data
dutasteride	5	3.33 uM	0.0	0.1190264788486034	Cell Painting	spherized	all_data
e-2012	5	3.33 uM	0.0	0.2436666841635651	Cell Painting	spherized	all_data
ebselen	5	3.33 uM	0.0	0.1064329667133132	Cell Painting	spherized	all_data
econazole	5	3.33 uM	0.0	0.450234394865468	Cell Painting	spherized	all_data
edoxaban	5	3.33 uM	0.167	0.0211921277999908	Cell Painting	spherized	all_data
edoxudine	5	3.33 uM	0.0	0.1937424664621141	Cell Painting	spherized	all_data
efaproxiral	2	3.33 uM	0.925	-0.0581226968260292	Cell Painting	spherized	all_data
efavirenz	2	3.33 uM	0.169	0.0458913892055239	Cell Painting	spherized	all_data
eflornithine	5	3.33 uM	0.015	0.0425071872558188	Cell Painting	spherized	all_data
elesclomol	5	3.33 uM	0.0	0.8112046339279222	Cell Painting	spherized	all_data
emd-53998	5	3.33 uM	0.0	0.1326420204102422	Cell Painting	spherized	all_data
emedastine	5	3.33 uM	0.415	0.008456792369228	Cell Painting	spherized	all_data
emtricitabine	5	3.33 uM	0.005	0.0550569572216733	Cell Painting	spherized	all_data
enalapril	5	3.33 uM	0.147	0.022783365191971	Cell Painting	spherized	all_data
enoxacin	5	3.33 uM	0.346	0.0113521149658126	Cell Painting	spherized	all_data
entecavir	5	3.33 uM	0.0	0.1670706864055424	Cell Painting	spherized	all_data
enzalutamide	5	3.33 uM	0.0	0.1998809877345718	Cell Painting	spherized	all_data
eperezolid	5	3.33 uM	0.157	0.0220894222300305	Cell Painting	spherized	all_data
epinastine	5	3.33 uM	0.089	0.0273047073007338	Cell Painting	spherized	all_data
epinephrine	5	3.33 uM	0.005	0.0575845058200828	Cell Painting	spherized	all_data
epirizole	2	3.33 uM	0.659	-0.0104863156240924	Cell Painting	spherized	all_data
epirubicin	5	3.33 uM	0.0	0.8274463652130601	Cell Painting	spherized	all_data
epitiostanol	4	3.33 uM	0.0	0.2527574623447097	Cell Painting	spherized	all_data
epothilone-b	5	3.33 uM	0.0	0.6631214599318231	Cell Painting	spherized	all_data
equol	5	3.33 uM	0.0	0.0840458540092121	Cell Painting	spherized	all_data
ercalcitriol	5	3.33 uM	0.0	0.1201598964521063	Cell Painting	spherized	all_data
erlotinib	5	3.33 uM	0.0	0.4914739711770048	Cell Painting	spherized	all_data
erteberel	5	3.33 uM	0.0	0.1362865270885749	Cell Painting	spherized	all_data
erythromycin	10	3.33 uM	0.098	0.0150451766887333	Cell Painting	spherized	all_data
escitalopram	5	3.33 uM	0.015	0.0426843340623376	Cell Painting	spherized	all_data
esmolol	5	3.33 uM	0.007	0.0509908195197359	Cell Painting	spherized	all_data
estramustine	5	3.33 uM	0.0	0.2850619667023497	Cell Painting	spherized	all_data
estrone	2	3.33 uM	0.214	0.0367583340519379	Cell Painting	spherized	all_data
etacrynic-acid	5	3.33 uM	0.0	0.0897334535784895	Cell Painting	spherized	all_data
etanidazole	5	3.33 uM	0.0	0.0732931055062804	Cell Painting	spherized	all_data
etazolate	5	3.33 uM	0.002	0.0653148276890122	Cell Painting	spherized	all_data
ethinyl-estradiol	4	3.33 uM	0.001	0.1229873097476954	Cell Painting	spherized	all_data
ethylenediaminetetraacetic-acid	5	3.33 uM	0.0	0.1735490451373098	Cell Painting	spherized	all_data
etizolam	5	3.33 uM	0.015	0.0428689503563432	Cell Painting	spherized	all_data
etodolac	5	3.33 uM	0.01	0.049310982979259	Cell Painting	spherized	all_data
etofylline-clofibrate	5	3.33 uM	0.007	0.0508303220145785	Cell Painting	spherized	all_data
etomidate	5	3.33 uM	0.007	0.0528679832087377	Cell Painting	spherized	all_data
etomoxir	5	3.33 uM	0.0	0.1384227742401375	Cell Painting	spherized	all_data
etoricoxib	5	3.33 uM	0.005	0.0577892665065613	Cell Painting	spherized	all_data
etravirine	5	3.33 uM	0.0	0.1800376709695336	Cell Painting	spherized	all_data
eugenol	5	3.33 uM	0.0	0.0827491625726232	Cell Painting	spherized	all_data
everolimus	5	3.33 uM	0.0	0.547446462047799	Cell Painting	spherized	all_data
evp-6124	5	3.33 uM	0.0	0.0958519880281533	Cell Painting	spherized	all_data
exalamide	5	3.33 uM	0.0	0.1276886462907003	Cell Painting	spherized	all_data
exherin	5	3.33 uM	0.049	0.0320339087177041	Cell Painting	spherized	all_data
fadrozole	5	3.33 uM	0.443	0.0070903990989816	Cell Painting	spherized	all_data
famciclovir	5	3.33 uM	0.0	0.3334356870795799	Cell Painting	spherized	all_data
famotidine	4	3.33 uM	0.026	0.0498330546699903	Cell Painting	spherized	all_data
faropenem	5	3.33 uM	0.0	0.0703889564379784	Cell Painting	spherized	all_data
fasudil	5	3.33 uM	0.0	0.1423707267076233	Cell Painting	spherized	all_data
favipiravir	5	3.33 uM	0.005	0.0564824127563242	Cell Painting	spherized	all_data
febuxostat	5	3.33 uM	0.02	0.0398740123876479	Cell Painting	spherized	all_data
felodipine	5	3.33 uM	0.164	0.0214791728923583	Cell Painting	spherized	all_data
fenobam	5	3.33 uM	0.002	0.0629072559448998	Cell Painting	spherized	all_data
fenoterol	5	3.33 uM	0.116	0.025699902704345	Cell Painting	spherized	all_data
fenticonazole	5	3.33 uM	0.003	0.0616788703286416	Cell Painting	spherized	all_data
fexofenadine	5	3.33 uM	0.464	0.0061443591638968	Cell Painting	spherized	all_data
fiacitabine	5	3.33 uM	0.0	0.1985846170085029	Cell Painting	spherized	all_data
fidarestat	5	3.33 uM	0.574	0.0018004929929003	Cell Painting	spherized	all_data
fidaxomicin	5	3.33 uM	0.0	0.1208965838743747	Cell Painting	spherized	all_data
filgotinib	5	3.33 uM	0.0	0.3386606196219971	Cell Painting	spherized	all_data
fipronil	5	3.33 uM	0.157	0.0219893363709844	Cell Painting	spherized	all_data
firategrast	5	3.33 uM	0.002	0.0638692679925572	Cell Painting	spherized	all_data
flavoxate	5	3.33 uM	0.002	0.0631879927711913	Cell Painting	spherized	all_data
flecainide	5	3.33 uM	0.0	0.1419973185878751	Cell Painting	spherized	all_data
fluconazole	5	3.33 uM	0.005	0.0562106404869012	Cell Painting	spherized	all_data
fludarabine-phosphate	5	3.33 uM	0.028	0.0368910854412292	Cell Painting	spherized	all_data
fludroxycortide	5	3.33 uM	0.0	0.5843073188782493	Cell Painting	spherized	all_data
flumatinib	5	3.33 uM	0.0	0.1674737944706509	Cell Painting	spherized	all_data
flumazenil	5	3.33 uM	0.0	0.169793195128976	Cell Painting	spherized	all_data
fluorometholone	5	3.33 uM	0.0	0.6915159711595165	Cell Painting	spherized	all_data
fluorouracil	5	3.33 uM	0.0	0.7022807495436971	Cell Painting	spherized	all_data
fluphenazine	5	3.33 uM	0.0	0.1662340447444765	Cell Painting	spherized	all_data
fluspirilene	5	3.33 uM	0.0	0.760268251335291	Cell Painting	spherized	all_data
fluticasone	5	3.33 uM	0.0	0.4244997766221894	Cell Painting	spherized	all_data
flutrimazole	4	3.33 uM	0.083	0.0342364989954879	Cell Painting	spherized	all_data
fluvoxamine	5	3.33 uM	0.156	0.0222231793947281	Cell Painting	spherized	all_data
folic-acid	5	3.33 uM	0.001	0.0676975081301386	Cell Painting	spherized	all_data
fomepizole	5	3.33 uM	0.0	0.0789658091762983	Cell Painting	spherized	all_data
fomocaine	5	3.33 uM	0.0	0.0730577755194624	Cell Painting	spherized	all_data
formestane	5	3.33 uM	0.0	0.3060654063078776	Cell Painting	spherized	all_data
formoterol	5	3.33 uM	0.021	0.0390485657213923	Cell Painting	spherized	all_data
forskolin	5	3.33 uM	0.0	0.1792817585451845	Cell Painting	spherized	all_data
fosfomycin	5	3.33 uM	0.032	0.0359784323881843	Cell Painting	spherized	all_data
fostamatinib	5	3.33 uM	0.0	0.6182950236064406	Cell Painting	spherized	all_data
fpl-62064	5	3.33 uM	0.0	0.5530858762974198	Cell Painting	spherized	all_data
ftorafur	5	3.33 uM	0.007	0.0545695324700817	Cell Painting	spherized	all_data
fulvestrant	4	3.33 uM	0.002	0.0872794206896517	Cell Painting	spherized	all_data
fusidic-acid	5	3.33 uM	0.277	0.0150389794142789	Cell Painting	spherized	all_data
gabapentin	5	3.33 uM	0.0	0.1530398202925399	Cell Painting	spherized	all_data
ganaxolone	5	3.33 uM	0.036	0.0349880202773337	Cell Painting	spherized	all_data
gatifloxacin	5	3.33 uM	0.13	0.0243488091379976	Cell Painting	spherized	all_data
gdc-0068	5	3.33 uM	0.0	0.3165227762125512	Cell Painting	spherized	all_data
gdc-0152	5	3.33 uM	0.0	0.2973154692110853	Cell Painting	spherized	all_data
gdc-0199	5	3.33 uM	0.0	0.5207689892492169	Cell Painting	spherized	all_data
gdc-0834	5	3.33 uM	0.0	0.3407578445461825	Cell Painting	spherized	all_data
gefitinib	5	3.33 uM	0.0	0.225441825371935	Cell Painting	spherized	all_data
gemcitabine	5	3.33 uM	0.0	0.6877607481498225	Cell Painting	spherized	all_data
gemfibrozil	5	3.33 uM	0.007	0.0521263661216809	Cell Painting	spherized	all_data
gemifloxacin	2	3.33 uM	0.659	-0.0105219390298759	Cell Painting	spherized	all_data
genz-644282	5	3.33 uM	0.0	0.7422555676308334	Cell Painting	spherized	all_data
gimeracil	5	3.33 uM	0.015	0.0422417370887629	Cell Painting	spherized	all_data
ginkgolide-b	5	3.33 uM	0.236	0.0170191352166313	Cell Painting	spherized	all_data
glasdegib	5	3.33 uM	0.0	0.1024002193733433	Cell Painting	spherized	all_data
glimepiride	5	3.33 uM	0.0	0.0807472704147403	Cell Painting	spherized	all_data
glipizide	5	3.33 uM	0.0	0.1224186022157514	Cell Painting	spherized	all_data
gliquidone	5	3.33 uM	0.005	0.0551805263724142	Cell Painting	spherized	all_data
glycitein	5	3.33 uM	0.0	0.1160499129358048	Cell Painting	spherized	all_data
glycopyrrolate	5	3.33 uM	0.0	0.0714828221907268	Cell Painting	spherized	all_data
golvatinib	5	3.33 uM	0.0	0.1330807769079706	Cell Painting	spherized	all_data
goserelin-acetate	5	3.33 uM	0.039	0.03421799587939	Cell Painting	spherized	all_data
granisetron	5	3.33 uM	0.164	0.021441180368665	Cell Painting	spherized	all_data
grazoprevir	5	3.33 uM	0.0	0.0807005571573624	Cell Painting	spherized	all_data
griseofulvin	5	3.33 uM	0.0	0.1214271773191337	Cell Painting	spherized	all_data
gsk1292263	5	3.33 uM	0.0	0.2438756758756087	Cell Painting	spherized	all_data
gsk256066	2	3.33 uM	0.186	0.0428648009813094	Cell Painting	spherized	all_data
gsk2636771	5	3.33 uM	0.0	0.1064888636383201	Cell Painting	spherized	all_data
guanabenz	5	3.33 uM	0.0	0.074901079022236	Cell Painting	spherized	all_data
guanadrel	5	3.33 uM	0.0	0.075492483056517	Cell Painting	spherized	all_data
guanethidine	5	3.33 uM	0.301	0.0136328010269905	Cell Painting	spherized	all_data
gw842166	5	3.33 uM	0.5	0.0049922809091709	Cell Painting	spherized	all_data
halcinonide	5	3.33 uM	0.0	0.332470832687967	Cell Painting	spherized	all_data
haloperidol	5	3.33 uM	0.0	0.1425247318399579	Cell Painting	spherized	all_data
hc-030031	5	3.33 uM	0.005	0.059082526199585	Cell Painting	spherized	all_data
hesperidin	5	3.33 uM	0.41	0.0086789266259708	Cell Painting	spherized	all_data
hexachlorophene	5	3.33 uM	0.0	0.4774971688893308	Cell Painting	spherized	all_data
histamine	4	3.33 uM	0.038	0.0448163159744023	Cell Painting	spherized	all_data
homochlorcyclizine	5	3.33 uM	0.0	0.1085581864397963	Cell Painting	spherized	all_data
homoharringtonine	5	3.33 uM	0.0	0.6484119900460286	Cell Painting	spherized	all_data
hydrocortisone	5	3.33 uM	0.0	0.4701164908739899	Cell Painting	spherized	all_data
hydroxyurea	5	3.33 uM	0.0	0.0813356329235161	Cell Painting	spherized	all_data
hymecromone	5	3.33 uM	0.011	0.0463483499300484	Cell Painting	spherized	all_data
hypericin	5	3.33 uM	0.0	0.1230594505638301	Cell Painting	spherized	all_data
ib-meca	5	3.33 uM	0.0	0.0904478943559908	Cell Painting	spherized	all_data
ibrutinib	5	3.33 uM	0.0	0.2823907498165389	Cell Painting	spherized	all_data
ibudilast	5	3.33 uM	0.049	0.0318822483834347	Cell Painting	spherized	all_data
ibuprofen	5	3.33 uM	0.119	0.0253087449185561	Cell Painting	spherized	all_data
ibutamoren	5	3.33 uM	0.007	0.051075330308955	Cell Painting	spherized	all_data
ici-162846	5	3.33 uM	0.005	0.0590667983310035	Cell Painting	spherized	all_data
ici-185,282	5	3.33 uM	0.41	0.0086998733059281	Cell Painting	spherized	all_data
ici-192605	5	3.33 uM	0.229	0.0172751684310433	Cell Painting	spherized	all_data
idalopirdine	5	3.33 uM	0.0	0.0934580654364791	Cell Painting	spherized	all_data
idelalisib	5	3.33 uM	0.0	0.1854127082755881	Cell Painting	spherized	all_data
idoxuridin	5	3.33 uM	0.0	0.3117936652873309	Cell Painting	spherized	all_data
iguratimod	5	3.33 uM	0.0	0.1269395799892283	Cell Painting	spherized	all_data
ilomastat	5	3.33 uM	0.0	0.08431606966619	Cell Painting	spherized	all_data
imexon	5	3.33 uM	0.0	0.0795554092812108	Cell Painting	spherized	all_data
imiloxan	5	3.33 uM	0.0	0.0722281780272437	Cell Painting	spherized	all_data
imipramine	2	3.33 uM	0.389	0.0152433086821552	Cell Painting	spherized	all_data
imiquimod	5	3.33 uM	0.346	0.0113152844190795	Cell Painting	spherized	all_data
indacaterol	5	3.33 uM	0.0	0.103536968554704	Cell Painting	spherized	all_data
indapamide	5	3.33 uM	0.002	0.0645798693256199	Cell Painting	spherized	all_data
indibulin	5	3.33 uM	0.0	0.6576308632636657	Cell Painting	spherized	all_data
indinavir	5	3.33 uM	0.0	0.0943396771036267	Cell Painting	spherized	all_data
indiplon	5	3.33 uM	0.005	0.0592765988814796	Cell Painting	spherized	all_data
indirubin	5	3.33 uM	0.0	0.1850120664170586	Cell Painting	spherized	all_data
indobufen	5	3.33 uM	0.0	0.0956472200549584	Cell Painting	spherized	all_data
indole	4	3.33 uM	0.0	0.1579808080737629	Cell Painting	spherized	all_data
indoprofen	2	3.33 uM	0.004	0.1863116667861692	Cell Painting	spherized	all_data
indoramin	5	3.33 uM	0.0	0.0963673686950975	Cell Painting	spherized	all_data
ingenol-mebutate	5	3.33 uM	0.0	0.6412897366686501	Cell Painting	spherized	all_data
inosine	5	3.33 uM	0.005	0.0562393150810588	Cell Painting	spherized	all_data
iowh032	5	3.33 uM	0.0	0.0783962757254117	Cell Painting	spherized	all_data
ipratropium	5	3.33 uM	0.011	0.0453990607771279	Cell Painting	spherized	all_data
ipriflavone	5	3.33 uM	0.0	0.1172236294178987	Cell Painting	spherized	all_data
irinotecan	5	3.33 uM	0.0	0.5960583638176165	Cell Painting	spherized	all_data
isbufylline	5	3.33 uM	0.228	0.0173173136099879	Cell Painting	spherized	all_data
isoconazole	5	3.33 uM	0.0	0.1358661500735724	Cell Painting	spherized	all_data
isosorbide	5	3.33 uM	0.039	0.0336546497776011	Cell Painting	spherized	all_data
isradipine	5	3.33 uM	0.071	0.0291813591498527	Cell Painting	spherized	all_data
istaroxime	5	3.33 uM	0.0	0.4494146398974679	Cell Painting	spherized	all_data
itopride	5	3.33 uM	0.098	0.0267087732888592	Cell Painting	spherized	all_data
ivabradine	5	3.33 uM	0.0	0.1047594233604838	Cell Painting	spherized	all_data
ivacaftor	5	3.33 uM	0.0	0.2262189946990613	Cell Painting	spherized	all_data
ivermectin	5	3.33 uM	0.0	0.5936985206560486	Cell Painting	spherized	all_data
ixabepilone	5	3.33 uM	0.0	0.7016404388145979	Cell Painting	spherized	all_data
josamycin	5	3.33 uM	0.0	0.0726691913729216	Cell Painting	spherized	all_data
kakonein	5	3.33 uM	0.028	0.0370856359971775	Cell Painting	spherized	all_data
kbg	4	3.33 uM	0.002	0.0841411094595134	Cell Painting	spherized	all_data
kd-023	5	3.33 uM	0.0	0.1411593165083382	Cell Painting	spherized	all_data
kd025	5	3.33 uM	0.0	0.1955281664900373	Cell Painting	spherized	all_data
ketoconazole	5	3.33 uM	0.0	0.5022549476398216	Cell Painting	spherized	all_data
ketoprofen	5	3.33 uM	0.043	0.032931254740598	Cell Painting	spherized	all_data
ketorolac	2	3.33 uM	0.013	0.1244036976931613	Cell Painting	spherized	all_data
ketotifen	5	3.33 uM	0.18	0.0202714725211344	Cell Painting	spherized	all_data
kpt-330	5	3.33 uM	0.0	0.923479578913286	Cell Painting	spherized	all_data
kw-2449	5	3.33 uM	0.0	0.8570413678116621	Cell Painting	spherized	all_data
kw-2478	2	3.33 uM	0.002	0.332411937879514	Cell Painting	spherized	all_data
kx2-391	5	3.33 uM	0.0	0.6612531280376789	Cell Painting	spherized	all_data
l-citrulline	5	3.33 uM	0.0	0.0827880496621543	Cell Painting	spherized	all_data
l-name	5	3.33 uM	0.007	0.0540710810883386	Cell Painting	spherized	all_data
labetalol	5	3.33 uM	0.034	0.0354265380430699	Cell Painting	spherized	all_data
lacitol	5	3.33 uM	0.22	0.0178720380818631	Cell Painting	spherized	all_data
lacosamide	5	3.33 uM	0.015	0.0424404333118679	Cell Painting	spherized	all_data
lamivudine	4	3.33 uM	0.284	0.0176122149677054	Cell Painting	spherized	all_data
lamotrigine	5	3.33 uM	0.007	0.0544783505057696	Cell Painting	spherized	all_data
lapatinib	5	3.33 uM	0.0	0.3138324698449355	Cell Painting	spherized	all_data
latanoprost	5	3.33 uM	0.0	0.0855594334020989	Cell Painting	spherized	all_data
lcl-161	5	3.33 uM	0.0	0.3639275250724548	Cell Painting	spherized	all_data
ledipasvir	5	3.33 uM	0.0	0.1751015711245314	Cell Painting	spherized	all_data
leflunomide	5	3.33 uM	0.0	0.1101793445022032	Cell Painting	spherized	all_data
lenalidomide	5	3.33 uM	0.0	0.1446431552428949	Cell Painting	spherized	all_data
lenvatinib	2	3.33 uM	0.01	0.1482507518378069	Cell Painting	spherized	all_data
lerisetron	5	3.33 uM	0.002	0.063535517285411	Cell Painting	spherized	all_data
lestaurtinib	5	3.33 uM	0.0	0.8002874952490777	Cell Painting	spherized	all_data
letermovir	5	3.33 uM	0.0	0.1074369299576719	Cell Painting	spherized	all_data
levalbuterol	5	3.33 uM	0.165	0.0213726133910457	Cell Painting	spherized	all_data
levamisole	5	3.33 uM	0.0	0.0747665002868298	Cell Painting	spherized	all_data
levcromakalim	5	3.33 uM	0.076	0.0285959782281365	Cell Painting	spherized	all_data
levobunolol	5	3.33 uM	0.001	0.0687743139990378	Cell Painting	spherized	all_data
levocabastine	5	3.33 uM	0.0	0.138774092805243	Cell Painting	spherized	all_data
levocetirizine	5	3.33 uM	0.028	0.0371531326656841	Cell Painting	spherized	all_data
levofloxacin	5	3.33 uM	0.001	0.0675476582095565	Cell Painting	spherized	all_data
levomequitazine	5	3.33 uM	0.0	0.1766222292873094	Cell Painting	spherized	all_data
levonorgestrel	5	3.33 uM	0.0	0.1179810094708857	Cell Painting	spherized	all_data
levosimendan	4	3.33 uM	0.092	0.0332289680868846	Cell Painting	spherized	all_data
levothyroxine	5	3.33 uM	0.005	0.0598362638019517	Cell Painting	spherized	all_data
licochalcone-a	5	3.33 uM	0.0	0.1936837210013151	Cell Painting	spherized	all_data
lidamidine	5	3.33 uM	0.018	0.0405158654744207	Cell Painting	spherized	all_data
lidocaine	5	3.33 uM	0.524	0.0037286526826736	Cell Painting	spherized	all_data
lidoflazine	5	3.33 uM	0.0	0.2458831447877725	Cell Painting	spherized	all_data
linezolid	5	3.33 uM	0.0	0.1973701945804293	Cell Painting	spherized	all_data
linifanib	5	3.33 uM	0.0	0.130092280298096	Cell Painting	spherized	all_data
linopirdine	5	3.33 uM	0.007	0.0520062907544138	Cell Painting	spherized	all_data
linsitinib	5	3.33 uM	0.0	0.4879445084299161	Cell Painting	spherized	all_data
liranaftate	5	3.33 uM	0.0	0.2675843670468775	Cell Painting	spherized	all_data
lisofylline	5	3.33 uM	0.313	0.012904563876942	Cell Painting	spherized	all_data
lobenzarit	5	3.33 uM	0.0	0.0792064014357649	Cell Painting	spherized	all_data
lodoxamide	5	3.33 uM	0.06	0.0300293155007988	Cell Painting	spherized	all_data
lofexidine	4	3.33 uM	0.036	0.045113229579581	Cell Painting	spherized	all_data
lomeguatrib	5	3.33 uM	0.002	0.0620372305997472	Cell Painting	spherized	all_data
lomerizine	5	3.33 uM	0.0	0.1469811989462445	Cell Painting	spherized	all_data
lomitapide	5	3.33 uM	0.0	0.5475459813735175	Cell Painting	spherized	all_data
lonidamine	5	3.33 uM	0.018	0.0409679096554626	Cell Painting	spherized	all_data
loperamide	5	3.33 uM	0.0	0.1016633177693665	Cell Painting	spherized	all_data
loratadine	5	3.33 uM	0.0	0.2952331214424166	Cell Painting	spherized	all_data
lorazepam	5	3.33 uM	0.0	0.1203882074841941	Cell Painting	spherized	all_data
