compound	no_of_replicates	dose	p_value	matching_score	assay	normalization	category
josamycin	3	0.12 uM	0.123	0.0369873425958974	Cell Painting	spherized	subsampled
kakonein	3	0.12 uM	0.0	0.2155509199482858	Cell Painting	spherized	subsampled
kbg	4	0.12 uM	0.045	0.0391726056263698	Cell Painting	spherized	subsampled
kd-023	3	0.12 uM	0.014	0.0723740880777391	Cell Painting	spherized	subsampled
kd025	3	0.12 uM	0.418	0.0090443192669237	Cell Painting	spherized	subsampled
ketoconazole	3	0.12 uM	0.041	0.0552542275672172	Cell Painting	spherized	subsampled
ketoprofen	3	0.12 uM	0.187	0.0302264875359234	Cell Painting	spherized	subsampled
ketorolac	2	0.12 uM	0.904	-0.0488291151447684	Cell Painting	spherized	subsampled
ketotifen	3	0.12 uM	0.017	0.0668100499535346	Cell Painting	spherized	subsampled
kpt-330	3	0.12 uM	0.0	0.6328472640147359	Cell Painting	spherized	subsampled
kw-2449	3	0.12 uM	0.046	0.0522525833990405	Cell Painting	spherized	subsampled
kw-2478	2	0.12 uM	0.044	0.0851212513368334	Cell Painting	spherized	subsampled
kx2-391	3	0.12 uM	0.0	0.5575351365479161	Cell Painting	spherized	subsampled
l-citrulline	3	0.12 uM	0.21	0.0287069128251072	Cell Painting	spherized	subsampled
l-ergothioneine	2	0.12 uM	0.1	0.0622374329124717	Cell Painting	spherized	subsampled
l-name	3	0.12 uM	0.575	-0.0018001670498454	Cell Painting	spherized	subsampled
labetalol	3	0.12 uM	0.153	0.0330670925606722	Cell Painting	spherized	subsampled
lacitol	3	0.12 uM	0.027	0.0618557322555163	Cell Painting	spherized	subsampled
lacosamide	3	0.12 uM	0.051	0.0511378349941386	Cell Painting	spherized	subsampled
lafutidine	3	0.12 uM	0.0	0.4117553785288382	Cell Painting	spherized	subsampled
lamivudine	4	0.12 uM	0.149	0.024971725787491	Cell Painting	spherized	subsampled
lamotrigine	2	0.12 uM	0.435	0.0123695694163086	Cell Painting	spherized	subsampled
lapatinib	3	0.12 uM	0.038	0.0561437020245245	Cell Painting	spherized	subsampled
lasalocid	3	0.12 uM	0.013	0.0742858930120038	Cell Painting	spherized	subsampled
latanoprost	3	0.12 uM	0.041	0.0549235955941189	Cell Painting	spherized	subsampled
lcl-161	3	0.12 uM	0.0	0.205260365857124	Cell Painting	spherized	subsampled
ledipasvir	3	0.12 uM	0.352	0.0154054917241858	Cell Painting	spherized	subsampled
leflunomide	2	0.12 uM	0.004	0.3383909413217146	Cell Painting	spherized	subsampled
lenalidomide	2	0.12 uM	0.427	0.0132186489229691	Cell Painting	spherized	subsampled
lenvatinib	2	0.12 uM	0.024	0.1098593850350483	Cell Painting	spherized	subsampled
lerisetron	3	0.12 uM	0.244	0.0249681419293122	Cell Painting	spherized	subsampled
lersivirine	4	0.12 uM	0.0	0.0702475569695651	Cell Painting	spherized	subsampled
lestaurtinib	2	0.12 uM	0.004	0.4221918847407915	Cell Painting	spherized	subsampled
letermovir	2	0.12 uM	0.142	0.052064243255513	Cell Painting	spherized	subsampled
levalbuterol	3	0.12 uM	0.927	-0.0401044652601267	Cell Painting	spherized	subsampled
levamisole	3	0.12 uM	0.025	0.063780411010943	Cell Painting	spherized	subsampled
levcromakalim	2	0.12 uM	0.972	-0.075651033107162	Cell Painting	spherized	subsampled
levetiracetam	3	0.12 uM	0.014	0.0732556004316429	Cell Painting	spherized	subsampled
levobunolol	3	0.12 uM	0.294	0.0214492958861102	Cell Painting	spherized	subsampled
levocabastine	3	0.12 uM	0.005	0.0857364429135712	Cell Painting	spherized	subsampled
levocetirizine	3	0.12 uM	0.012	0.0750428522977128	Cell Painting	spherized	subsampled
levofloxacin	3	0.12 uM	0.087	0.0432204688275083	Cell Painting	spherized	subsampled
levomequitazine	3	0.12 uM	0.0	0.1498507482112984	Cell Painting	spherized	subsampled
levonorgestrel	3	0.12 uM	0.0	0.1323771074641378	Cell Painting	spherized	subsampled
levosimendan	4	0.12 uM	0.164	0.0240419070618139	Cell Painting	spherized	subsampled
levothyroxine	3	0.12 uM	0.514	0.0019305919423925	Cell Painting	spherized	subsampled
lgx818	2	0.12 uM	0.003	0.46234389678437	Cell Painting	spherized	subsampled
licochalcone-a	2	0.12 uM	0.015	0.1274371368624694	Cell Painting	spherized	subsampled
lidamidine	3	0.12 uM	0.266	0.0237780501283293	Cell Painting	spherized	subsampled
lidocaine	3	0.12 uM	0.001	0.092813778942544	Cell Painting	spherized	subsampled
lidoflazine	3	0.12 uM	0.017	0.06680090993143	Cell Painting	spherized	subsampled
linezolid	2	0.12 uM	0.003	0.4770490818291251	Cell Painting	spherized	subsampled
linifanib	3	0.12 uM	0.394	0.0116391858333242	Cell Painting	spherized	subsampled
linopirdine	3	0.12 uM	0.708	-0.0125013467246358	Cell Painting	spherized	subsampled
linsidomine	3	0.12 uM	0.026	0.0631476012841005	Cell Painting	spherized	subsampled
linsitinib	3	0.12 uM	0.0	0.1536183516647272	Cell Painting	spherized	subsampled
liranaftate	3	0.12 uM	0.003	0.0885738757384833	Cell Painting	spherized	subsampled
lisinopril	3	0.12 uM	0.0	0.1200481225074662	Cell Painting	spherized	subsampled
lisofylline	3	0.12 uM	0.921	-0.0384132861402583	Cell Painting	spherized	subsampled
lobenzarit	3	0.12 uM	0.294	0.0214597095990397	Cell Painting	spherized	subsampled
lodoxamide	3	0.12 uM	0.689	-0.0104530406177557	Cell Painting	spherized	subsampled
lofexidine	3	0.12 uM	0.571	-0.0013407951724999	Cell Painting	spherized	subsampled
lomeguatrib	3	0.12 uM	0.04	0.0556779847772333	Cell Painting	spherized	subsampled
lomerizine	3	0.12 uM	0.008	0.0802583980840044	Cell Painting	spherized	subsampled
lomitapide	3	0.12 uM	0.214	0.0279101331278561	Cell Painting	spherized	subsampled
lonafarnib	2	0.12 uM	0.006	0.2596119949543048	Cell Painting	spherized	subsampled
lonidamine	2	0.12 uM	0.584	-0.0025845099450486	Cell Painting	spherized	subsampled
loperamide	3	0.12 uM	0.552	-0.0001163096068478	Cell Painting	spherized	subsampled
lopinavir	3	0.12 uM	0.018	0.0664701239902526	Cell Painting	spherized	subsampled
loratadine	3	0.12 uM	0.235	0.0258273736448988	Cell Painting	spherized	subsampled
lorazepam	3	0.12 uM	0.017	0.0678389152609333	Cell Painting	spherized	subsampled
lorcaserin	3	0.12 uM	0.141	0.0348158576410265	Cell Painting	spherized	subsampled
lorglumide	3	0.12 uM	0.735	-0.0142422486923072	Cell Painting	spherized	subsampled
losmapimod	3	0.12 uM	0.046	0.0529515118152811	Cell Painting	spherized	subsampled
loxoprofen	2	0.12 uM	0.091	0.0651431888131599	Cell Painting	spherized	subsampled
lucitanib	3	0.12 uM	0.424	0.0082362505006711	Cell Painting	spherized	subsampled
luliconazole	3	0.12 uM	0.885	-0.0305785079193337	Cell Painting	spherized	subsampled
lupanine	3	0.12 uM	0.701	-0.0116944669748315	Cell Painting	spherized	subsampled
lurasidone	2	0.12 uM	0.259	0.0323517121152051	Cell Painting	spherized	subsampled
lx1031	3	0.12 uM	0.423	0.0083195649784779	Cell Painting	spherized	subsampled
ly215490	3	0.12 uM	0.014	0.0733550115097919	Cell Painting	spherized	subsampled
ly2228820	3	0.12 uM	0.0	0.2150822974632542	Cell Painting	spherized	subsampled
ly2334737	3	0.12 uM	0.0	0.1215011670020668	Cell Painting	spherized	subsampled
ly2784544	3	0.12 uM	0.159	0.0326098914369906	Cell Painting	spherized	subsampled
ly2811376	3	0.12 uM	0.506	0.0024329265423788	Cell Painting	spherized	subsampled
ly2874455	3	0.12 uM	0.0	0.868178640993647	Cell Painting	spherized	subsampled
ly2886721	3	0.12 uM	0.59	-0.0024489170635568	Cell Painting	spherized	subsampled
macitentan	2	0.12 uM	0.617	-0.0050832017264764	Cell Painting	spherized	subsampled
malotilate	3	0.12 uM	0.297	0.0213387529281953	Cell Painting	spherized	subsampled
manumycin-a	3	0.12 uM	0.044	0.0541153793744396	Cell Painting	spherized	subsampled
maprotiline	3	0.12 uM	0.0	0.1397909991511159	Cell Painting	spherized	subsampled
maraviroc	3	0.12 uM	0.81	-0.02120442768061	Cell Painting	spherized	subsampled
maribavir	2	0.12 uM	0.274	0.0303600408822694	Cell Painting	spherized	subsampled
marimastat	3	0.12 uM	0.835	-0.0233256221506224	Cell Painting	spherized	subsampled
masitinib	3	0.12 uM	0.405	0.0101154748641347	Cell Painting	spherized	subsampled
masoprocol	2	0.12 uM	0.022	0.1128568471578043	Cell Painting	spherized	subsampled
maxacalcitol	3	0.12 uM	0.602	-0.0039930583242321	Cell Painting	spherized	subsampled
mazindol	3	0.12 uM	0.071	0.0473241397117267	Cell Painting	spherized	subsampled
mbx-2982	3	0.12 uM	0.113	0.0383493025632093	Cell Painting	spherized	subsampled
mcpp	2	0.12 uM	0.02	0.1182198159102919	Cell Painting	spherized	subsampled
mebendazole	3	0.12 uM	0.483	0.0042228498336689	Cell Painting	spherized	subsampled
mecamylamine	3	0.12 uM	0.439	0.0076332048729148	Cell Painting	spherized	subsampled
meclofenamic-acid	3	0.12 uM	0.046	0.0519442615330754	Cell Painting	spherized	subsampled
meclozine	3	0.12 uM	0.243	0.025081960443234	Cell Painting	spherized	subsampled
medroxyprogesterone-acetate	3	0.12 uM	0.0	0.3258910676880123	Cell Painting	spherized	subsampled
medrysone	3	0.12 uM	0.0	0.3346242356941581	Cell Painting	spherized	subsampled
meglitinide	3	0.12 uM	0.008	0.0812449315767877	Cell Painting	spherized	subsampled
meisoindigo	3	0.12 uM	0.0	0.1496124453384343	Cell Painting	spherized	subsampled
mek162	3	0.12 uM	0.0	0.20029191532337	Cell Painting	spherized	subsampled
melatonin	3	0.12 uM	0.361	0.0148314032898577	Cell Painting	spherized	subsampled
meloxicam	2	0.12 uM	0.947	-0.0616846223126689	Cell Painting	spherized	subsampled
melperone	3	0.12 uM	0.841	-0.0244972636652	Cell Painting	spherized	subsampled
menadione	2	0.12 uM	0.187	0.043950260199774	Cell Painting	spherized	subsampled
mepacrine	3	0.12 uM	0.13	0.0358489300447097	Cell Painting	spherized	subsampled
mepazine	3	0.12 uM	0.062	0.049097150847945	Cell Painting	spherized	subsampled
mephentermine	3	0.12 uM	0.003	0.0905271776111123	Cell Painting	spherized	subsampled
mepivacaine	4	0.12 uM	0.002	0.0675966871093681	Cell Painting	spherized	subsampled
mepyramine	2	0.12 uM	0.08	0.0693342613982765	Cell Painting	spherized	subsampled
merbarone	3	0.12 uM	0.003	0.0889541553611795	Cell Painting	spherized	subsampled
mericitabine	3	0.12 uM	0.063	0.0488754529430286	Cell Painting	spherized	subsampled
merimepodib	3	0.12 uM	0.618	-0.0054116996028179	Cell Painting	spherized	subsampled
mestranol	3	0.12 uM	0.0	0.109122982780485	Cell Painting	spherized	subsampled
mesulergine	3	0.12 uM	0.241	0.025357953547505	Cell Painting	spherized	subsampled
metamizole	2	0.12 uM	0.942	-0.0590872188422148	Cell Painting	spherized	subsampled
metatinib	3	0.12 uM	0.0	0.096696798574699	Cell Painting	spherized	subsampled
metenkephalin	3	0.12 uM	0.0	0.0986594708804874	Cell Painting	spherized	subsampled
metergoline	3	0.12 uM	0.577	-0.0018193082975139	Cell Painting	spherized	subsampled
metformin	2	0.12 uM	0.256	0.0328360440391841	Cell Painting	spherized	subsampled
methazolamide	3	0.12 uM	0.081	0.0452250024015622	Cell Painting	spherized	subsampled
methimazole	3	0.12 uM	0.0	0.129025183087326	Cell Painting	spherized	subsampled
methiopril	3	0.12 uM	0.612	-0.0047963030037031	Cell Painting	spherized	subsampled
methocarbamol	3	0.12 uM	0.601	-0.0039369232744169	Cell Painting	spherized	subsampled
methoxsalen	3	0.12 uM	0.0	0.3841375453284357	Cell Painting	spherized	subsampled
methyldopa	3	0.12 uM	0.0	0.3121208779267063	Cell Painting	spherized	subsampled
methylnaltrexone	3	0.12 uM	0.073	0.0464790185292441	Cell Painting	spherized	subsampled
methylprednisolone	3	0.12 uM	0.0	0.6044070255018629	Cell Painting	spherized	subsampled
metixene	3	0.12 uM	0.002	0.0922360087132846	Cell Painting	spherized	subsampled
metoclopramide	2	0.12 uM	0.884	-0.0431401753505626	Cell Painting	spherized	subsampled
metolazone	3	0.12 uM	0.0	0.1165987915173456	Cell Painting	spherized	subsampled
metoprolol	3	0.12 uM	0.008	0.0818661176019429	Cell Painting	spherized	subsampled
mf-101	3	0.12 uM	0.099	0.0411073762737884	Cell Painting	spherized	subsampled
mianserin	3	0.12 uM	0.39	0.0122985953250423	Cell Painting	spherized	subsampled
mibampator	2	0.12 uM	0.303	0.0277897244971526	Cell Painting	spherized	subsampled
mibefradil	3	0.12 uM	0.742	-0.0145901193464179	Cell Painting	spherized	subsampled
miconazole	2	0.12 uM	0.004	0.357789499155269	Cell Painting	spherized	subsampled
midodrine	3	0.12 uM	0.972	-0.0516459107470211	Cell Painting	spherized	subsampled
midostaurin	3	0.12 uM	0.009	0.0787050783645302	Cell Painting	spherized	subsampled
mifobate	3	0.12 uM	0.111	0.0389638685953205	Cell Painting	spherized	subsampled
miglitol	3	0.12 uM	0.027	0.0613866612388316	Cell Painting	spherized	subsampled
milacemide	3	0.12 uM	0.274	0.0228217529162732	Cell Painting	spherized	subsampled
milnacipran	3	0.12 uM	0.0	0.1462315681009053	Cell Painting	spherized	subsampled
milrinone	3	0.12 uM	0.311	0.0199774930285394	Cell Painting	spherized	subsampled
minaprine	3	0.12 uM	0.0	0.1128996970355193	Cell Painting	spherized	subsampled
minoxidil	3	0.12 uM	0.879	-0.0300498146368188	Cell Painting	spherized	subsampled
mirodenafil	3	0.12 uM	0.0	0.1448243473311297	Cell Painting	spherized	subsampled
mirtazapine	3	0.12 uM	0.341	0.0166083578219201	Cell Painting	spherized	subsampled
mitomycin-c	3	0.12 uM	0.0	0.546653804772915	Cell Painting	spherized	subsampled
mk-0752	3	0.12 uM	0.293	0.0215579877065363	Cell Painting	spherized	subsampled
mk-0773	2	0.12 uM	0.091	0.0653277591611274	Cell Painting	spherized	subsampled
mk-0812	3	0.12 uM	0.027	0.0615569135730253	Cell Painting	spherized	subsampled
mk-0893	3	0.12 uM	0.025	0.0641491353740194	Cell Painting	spherized	subsampled
mk-2461	3	0.12 uM	0.002	0.0918910021708406	Cell Painting	spherized	subsampled
mk-3207	3	0.12 uM	0.027	0.0626861199003039	Cell Painting	spherized	subsampled
mk-8033	2	0.12 uM	0.014	0.1281547192490302	Cell Painting	spherized	subsampled
mk-8245	3	0.12 uM	0.335	0.0170284632814142	Cell Painting	spherized	subsampled
mln0128	3	0.12 uM	0.0	0.7605188846805461	Cell Painting	spherized	subsampled
mln2480	2	0.12 uM	0.917	-0.0520854537674948	Cell Painting	spherized	subsampled
mln9708	3	0.12 uM	0.0	0.7579793297670353	Cell Painting	spherized	subsampled
moclobemide	3	0.12 uM	0.721	-0.0130213190750698	Cell Painting	spherized	subsampled
molindone	3	0.12 uM	0.0	0.1845315759193031	Cell Painting	spherized	subsampled
molsidomine	3	0.12 uM	0.053	0.0504747640622917	Cell Painting	spherized	subsampled
moxidectin	3	0.12 uM	0.0	0.1210179568686054	Cell Painting	spherized	subsampled
moxifloxacin	3	0.12 uM	0.185	0.0303378629384611	Cell Painting	spherized	subsampled
moxisylyte	3	0.12 uM	0.0	0.1802649536827496	Cell Painting	spherized	subsampled
mozavaptan	3	0.12 uM	0.389	0.0126827914713472	Cell Painting	spherized	subsampled
mycophenolate-mofetil	3	0.12 uM	0.0	0.2271749405969532	Cell Painting	spherized	subsampled
mycophenolic-acid	3	0.12 uM	0.0	0.5000313353468236	Cell Painting	spherized	subsampled
n6022	3	0.12 uM	0.366	0.0146064589767013	Cell Painting	spherized	subsampled
nafamostat	3	0.12 uM	0.014	0.0735576383478195	Cell Painting	spherized	subsampled
naftidrofuryl	3	0.12 uM	0.762	-0.0163493538541375	Cell Painting	spherized	subsampled
naftopidil	4	0.12 uM	0.0	0.084214998574073	Cell Painting	spherized	subsampled
nalbuphine	2	0.12 uM	0.196	0.0423212439506826	Cell Painting	spherized	subsampled
naphazoline	2	0.12 uM	0.092	0.0640593081068345	Cell Painting	spherized	subsampled
naproxen	2	0.12 uM	0.379	0.019740270408723	Cell Painting	spherized	subsampled
naringenin	3	0.12 uM	0.832	-0.0229147727725228	Cell Painting	spherized	subsampled
narlaprevir	2	0.12 uM	0.016	0.1258989289934151	Cell Painting	spherized	subsampled
nateglinide	2	0.12 uM	0.01	0.147501871517514	Cell Painting	spherized	subsampled
navitoclax	3	0.12 uM	0.0	0.5535832608040033	Cell Painting	spherized	subsampled
nebivolol	3	0.12 uM	0.009	0.0778242385380288	Cell Painting	spherized	subsampled
nefiracetam	2	0.12 uM	0.605	-0.0042078297546926	Cell Painting	spherized	subsampled
nefopam	3	0.12 uM	0.014	0.073343576345019	Cell Painting	spherized	subsampled
nelarabine	3	0.12 uM	0.022	0.0649645263223798	Cell Painting	spherized	subsampled
nemonapride	3	0.12 uM	0.0	0.1683573744903444	Cell Painting	spherized	subsampled
nepafenac	3	0.12 uM	0.782	-0.0181478792861871	Cell Painting	spherized	subsampled
neratinib	3	0.12 uM	0.0	0.2528682107157445	Cell Painting	spherized	subsampled
nesbuvir	3	0.12 uM	0.241	0.0253187817738393	Cell Painting	spherized	subsampled
netupitant	3	0.12 uM	0.176	0.0312943741846552	Cell Painting	spherized	subsampled
nevirapine	2	0.12 uM	0.268	0.0312861195083674	Cell Painting	spherized	subsampled
niacin	3	0.12 uM	0.0	0.5300889810687912	Cell Painting	spherized	subsampled
nicaraven	3	0.12 uM	0.0	0.147915767742292	Cell Painting	spherized	subsampled
nicardipine	3	0.12 uM	0.609	-0.0044241436736714	Cell Painting	spherized	subsampled
nicergoline	2	0.12 uM	0.035	0.0948743176958432	Cell Painting	spherized	subsampled
nicotinamide	3	0.12 uM	0.96	-0.0486103580195198	Cell Painting	spherized	subsampled
nicotine	3	0.12 uM	0.032	0.0584421327195393	Cell Painting	spherized	subsampled
niguldipine	3	0.12 uM	0.356	0.0152308157137328	Cell Painting	spherized	subsampled
nikethamide	2	0.12 uM	0.456	0.0106800044034222	Cell Painting	spherized	subsampled
nilotinib	3	0.12 uM	0.008	0.0800173092867075	Cell Painting	spherized	subsampled
nimesulide	2	0.12 uM	0.093	0.0632798156236078	Cell Painting	spherized	subsampled
nimodipine	3	0.12 uM	0.0	0.1006610309453872	Cell Painting	spherized	subsampled
nintedanib	3	0.12 uM	0.818	-0.0216150683129666	Cell Painting	spherized	subsampled
nisoxetine	2	0.12 uM	0.101	0.0618079357033396	Cell Painting	spherized	subsampled
nitrendipine	3	0.12 uM	0.323	0.0185377225240296	Cell Painting	spherized	subsampled
nizofenone	2	0.12 uM	0.048	0.0824929676874018	Cell Painting	spherized	subsampled
nms-1286937	3	0.12 uM	0.0	0.6453105629302632	Cell Painting	spherized	subsampled
norethindrone	3	0.12 uM	0.023	0.0646628033219827	Cell Painting	spherized	subsampled
norethisterone	2	0.12 uM	0.529	0.0037510611398934	Cell Painting	spherized	subsampled
norfloxacin	2	0.12 uM	0.025	0.1068507822168127	Cell Painting	spherized	subsampled
norgestrel	3	0.12 uM	0.0	0.1362169467653563	Cell Painting	spherized	subsampled
nortriptyline	3	0.12 uM	0.114	0.0381163219218159	Cell Painting	spherized	subsampled
noscapine	3	0.12 uM	0.13	0.035924320610241	Cell Painting	spherized	subsampled
novobiocin	3	0.12 uM	0.447	0.0072583624939498	Cell Painting	spherized	subsampled
nsi-189	2	0.12 uM	0.135	0.0533200592820213	Cell Painting	spherized	subsampled
nutlin-3	3	0.12 uM	0.456	0.0064825997534312	Cell Painting	spherized	subsampled
nvp-dpp728	2	0.12 uM	0.007	0.1936017424513281	Cell Painting	spherized	subsampled
nxy-059	3	0.12 uM	0.0	0.1331256238589177	Cell Painting	spherized	subsampled
o6-benzylguanine	2	0.12 uM	0.374	0.0202527299473098	Cell Painting	spherized	subsampled
odanacatib	3	0.12 uM	0.185	0.0304058999379018	Cell Painting	spherized	subsampled
ofloxacin	3	0.12 uM	0.044	0.0538671079921012	Cell Painting	spherized	subsampled
oglemilast	3	0.12 uM	0.083	0.0446955806852927	Cell Painting	spherized	subsampled
olaparib	3	0.12 uM	0.853	-0.0254137535496402	Cell Painting	spherized	subsampled
olmesartan	2	0.12 uM	0.806	-0.0293249138026796	Cell Painting	spherized	subsampled
omecamtiv-mecarbil	3	0.12 uM	0.391	0.0122430263434294	Cell Painting	spherized	subsampled
omeprazole	2	0.12 uM	0.407	0.0157164713429988	Cell Painting	spherized	subsampled
ondansetron	2	0.12 uM	0.007	0.1985032548794506	Cell Painting	spherized	subsampled
oprozomib	3	0.12 uM	0.0	0.4295765532681338	Cell Painting	spherized	subsampled
orantinib	2	0.12 uM	0.243	0.0347902936107172	Cell Painting	spherized	subsampled
ore1001	3	0.12 uM	0.234	0.0260673541430729	Cell Painting	spherized	subsampled
org-9768	2	0.12 uM	0.891	-0.0450524161605681	Cell Painting	spherized	subsampled
orlistat	2	0.12 uM	0.393	0.01782963525697	Cell Painting	spherized	subsampled
orphenadrine	2	0.12 uM	0.009	0.1536763897921488	Cell Painting	spherized	subsampled
orteronel	3	0.12 uM	0.001	0.0932052172799778	Cell Painting	spherized	subsampled
oseltamivir-carboxylate	3	0.12 uM	0.005	0.08516420826447	Cell Painting	spherized	subsampled
ostarine	3	0.12 uM	0.0	0.1224477955594384	Cell Painting	spherized	subsampled
