compound	no_of_replicates	dose	matching_score	assay	normalization	category
oxfendazole	5	1.11 uM	0.5436696615433376	Cell Painting	non_spherized	all_data
oxiconazole	5	1.11 uM	0.3625415832487731	Cell Painting	non_spherized	all_data
oxiperomide	5	1.11 uM	0.2260642611107405	Cell Painting	non_spherized	all_data
oxybenzone	5	1.11 uM	0.0056148909612219	Cell Painting	non_spherized	all_data
oxybuprocaine	5	1.11 uM	0.2212036241017475	Cell Painting	non_spherized	all_data
oxybutynin	5	1.11 uM	0.4497398986928193	Cell Painting	non_spherized	all_data
oxymetazoline	5	1.11 uM	0.4371582059848302	Cell Painting	non_spherized	all_data
oxypurinol	5	1.11 uM	0.4768808321651545	Cell Painting	non_spherized	all_data
ozagrel	5	1.11 uM	0.4779396317021355	Cell Painting	non_spherized	all_data
pa-824	5	1.11 uM	0.6065447113544632	Cell Painting	non_spherized	all_data
paclitaxel	5	1.11 uM	0.8720882277911404	Cell Painting	non_spherized	all_data
palbociclib	5	1.11 uM	0.8725187756816438	Cell Painting	non_spherized	all_data
palmitoylethanolamide	5	1.11 uM	0.189248984398605	Cell Painting	non_spherized	all_data
palomid-529	5	1.11 uM	-0.0593516765198059	Cell Painting	non_spherized	all_data
palonosetron	5	1.11 uM	0.1782058528803299	Cell Painting	non_spherized	all_data
palovarotene	5	1.11 uM	0.2672077760378384	Cell Painting	non_spherized	all_data
papaverine	5	1.11 uM	0.56844354475297	Cell Painting	non_spherized	all_data
paracetamol	2	1.11 uM	-0.1161613901489214	Cell Painting	non_spherized	all_data
paroxetine	2	1.11 uM	-0.0093615626721008	Cell Painting	non_spherized	all_data
pasireotide	5	1.11 uM	0.2159969782614235	Cell Painting	non_spherized	all_data
pazopanib	5	1.11 uM	0.4390303012437675	Cell Painting	non_spherized	all_data
pazufloxacin	5	1.11 uM	0.3020947025532555	Cell Painting	non_spherized	all_data
pd123319	5	1.11 uM	0.4976292663107134	Cell Painting	non_spherized	all_data
pd153035	5	1.11 uM	0.4487165801922234	Cell Painting	non_spherized	all_data
pelitinib	5	1.11 uM	0.8273644417553248	Cell Painting	non_spherized	all_data
pemirolast	5	1.11 uM	0.2752840407045733	Cell Painting	non_spherized	all_data
penfluridol	5	1.11 uM	0.8693425440565972	Cell Painting	non_spherized	all_data
penicillin-v-potassium	2	1.11 uM	0.8175558925585524	Cell Painting	non_spherized	all_data
pentamidine	5	1.11 uM	0.4089663136138104	Cell Painting	non_spherized	all_data
pentoxifylline	5	1.11 uM	0.1411990887555139	Cell Painting	non_spherized	all_data
perhexiline	5	1.11 uM	0.4346810586267324	Cell Painting	non_spherized	all_data
pf-02545920	5	1.11 uM	0.1696360287437349	Cell Painting	non_spherized	all_data
pf-03084014	5	1.11 uM	0.821812703657433	Cell Painting	non_spherized	all_data
pf-03758309	5	1.11 uM	0.8783488537073292	Cell Painting	non_spherized	all_data
pf-03814735	5	1.11 uM	0.939607828625681	Cell Painting	non_spherized	all_data
pf-04136309	5	1.11 uM	0.3834087234081283	Cell Painting	non_spherized	all_data
pf-04447943	5	1.11 uM	0.359398877554491	Cell Painting	non_spherized	all_data
pf-04457845	5	1.11 uM	0.8387177933406281	Cell Painting	non_spherized	all_data
pf-04620110	5	1.11 uM	0.0223998485158133	Cell Painting	non_spherized	all_data
pf-04691502	5	1.11 uM	0.7885275174861981	Cell Painting	non_spherized	all_data
ph-797804	5	1.11 uM	0.1797025102659564	Cell Painting	non_spherized	all_data
pha-848125	5	1.11 uM	0.8989449594080771	Cell Painting	non_spherized	all_data
phenazone	5	1.11 uM	0.3053385354263426	Cell Painting	non_spherized	all_data
phenformin	5	1.11 uM	0.6725488495900136	Cell Painting	non_spherized	all_data
phensuximide	5	1.11 uM	0.4685483273955767	Cell Painting	non_spherized	all_data
phentermine	5	1.11 uM	0.5126373631326396	Cell Painting	non_spherized	all_data
phentolamine	5	1.11 uM	0.3048900627032502	Cell Painting	non_spherized	all_data
phenylacetylglutamine	5	1.11 uM	0.1158855667141518	Cell Painting	non_spherized	all_data
phenylbutazone	5	1.11 uM	0.2699796787110876	Cell Painting	non_spherized	all_data
phenylbutyrate	5	1.11 uM	0.4263707983482737	Cell Painting	non_spherized	all_data
phenylephrine	5	1.11 uM	0.1673433024832598	Cell Painting	non_spherized	all_data
phenytoin	5	1.11 uM	0.1295288948119362	Cell Painting	non_spherized	all_data
physostigmine	5	1.11 uM	0.3446556187171365	Cell Painting	non_spherized	all_data
pibenzimol	5	1.11 uM	0.368656168847489	Cell Painting	non_spherized	all_data
piclamilast	5	1.11 uM	0.3845905136396788	Cell Painting	non_spherized	all_data
picolinic-acid	4	1.11 uM	0.2317064557042674	Cell Painting	non_spherized	all_data
picotamide	5	1.11 uM	0.8034498974399757	Cell Painting	non_spherized	all_data
piketoprofen	5	1.11 uM	0.5836550956959565	Cell Painting	non_spherized	all_data
pilaralisib	5	1.11 uM	0.3277824299013213	Cell Painting	non_spherized	all_data
pilocarpine	5	1.11 uM	0.3022250248287793	Cell Painting	non_spherized	all_data
pimavanserin	5	1.11 uM	0.1525348870722976	Cell Painting	non_spherized	all_data
pimecrolimus	5	1.11 uM	0.3344714774198379	Cell Painting	non_spherized	all_data
pimobendan	5	1.11 uM	0.1250496393771677	Cell Painting	non_spherized	all_data
pimozide	4	1.11 uM	0.2865583577953932	Cell Painting	non_spherized	all_data
pinacidil	2	1.11 uM	0.3701280185757561	Cell Painting	non_spherized	all_data
pinaverium	5	1.11 uM	0.2813324733244551	Cell Painting	non_spherized	all_data
pinitol	5	1.11 uM	0.550093550708038	Cell Painting	non_spherized	all_data
pioglitazone	5	1.11 uM	0.307011917261624	Cell Painting	non_spherized	all_data
piperidolate	5	1.11 uM	0.0409623667628995	Cell Painting	non_spherized	all_data
pirenoxine	5	1.11 uM	0.1927629946499111	Cell Painting	non_spherized	all_data
pirenzepine	5	1.11 uM	0.0820625192465043	Cell Painting	non_spherized	all_data
pirfenidone	5	1.11 uM	0.0531096101990155	Cell Painting	non_spherized	all_data
piribedil	5	1.11 uM	0.6285093880448809	Cell Painting	non_spherized	all_data
piroxicam	5	1.11 uM	0.4638626798961354	Cell Painting	non_spherized	all_data
pitavastatin	5	1.11 uM	0.5417866058104912	Cell Painting	non_spherized	all_data
pki-179	5	1.11 uM	0.9031051565677212	Cell Painting	non_spherized	all_data
podophyllotoxin	5	1.11 uM	0.9243292084281988	Cell Painting	non_spherized	all_data
pomalidomide	5	1.11 uM	0.3650804107474886	Cell Painting	non_spherized	all_data
pramipexole	5	1.11 uM	0.1508054198023954	Cell Painting	non_spherized	all_data
pranlukast	5	1.11 uM	0.1061157873811855	Cell Painting	non_spherized	all_data
pravastatin	5	1.11 uM	0.0455257348591322	Cell Painting	non_spherized	all_data
prazosin	5	1.11 uM	0.2246581184829859	Cell Painting	non_spherized	all_data
prednisone	5	1.11 uM	0.4865856630085692	Cell Painting	non_spherized	all_data
preladenant	5	1.11 uM	0.2292973040584323	Cell Painting	non_spherized	all_data
primaquine	5	1.11 uM	0.0844724623073771	Cell Painting	non_spherized	all_data
primidone	5	1.11 uM	0.5143343815904747	Cell Painting	non_spherized	all_data
pritelivir	5	1.11 uM	0.6335493549281681	Cell Painting	non_spherized	all_data
probenecid	5	1.11 uM	0.1840109361816367	Cell Painting	non_spherized	all_data
probucol	5	1.11 uM	0.3587530475530416	Cell Painting	non_spherized	all_data
procainamide	5	1.11 uM	0.3101974573698537	Cell Painting	non_spherized	all_data
prochlorperazine	5	1.11 uM	0.02097395327235	Cell Painting	non_spherized	all_data
progesterone	5	1.11 uM	0.385484337471639	Cell Painting	non_spherized	all_data
proglumide	5	1.11 uM	0.4742695920287426	Cell Painting	non_spherized	all_data
proguanil	5	1.11 uM	0.5803258611676108	Cell Painting	non_spherized	all_data
propafenone	5	1.11 uM	0.4306948313375009	Cell Painting	non_spherized	all_data
propentofylline	5	1.11 uM	0.3136537862389588	Cell Painting	non_spherized	all_data
propranolol	5	1.11 uM	0.2006263509148746	Cell Painting	non_spherized	all_data
protirelin	5	1.11 uM	0.3819119647251313	Cell Painting	non_spherized	all_data
protriptyline	2	1.11 uM	-0.0931206968687887	Cell Painting	non_spherized	all_data
prx-08066	5	1.11 uM	0.6631699096572223	Cell Painting	non_spherized	all_data
psi-6130	5	1.11 uM	0.7814077198320077	Cell Painting	non_spherized	all_data
pterostilbene	5	1.11 uM	0.207055443288291	Cell Painting	non_spherized	all_data
pyrazinamide	5	1.11 uM	0.2971054256700623	Cell Painting	non_spherized	all_data
pyrazinoylguanidine	5	1.11 uM	0.9105567981625604	Cell Painting	non_spherized	all_data
quercetin	5	1.11 uM	0.5047037534165735	Cell Painting	non_spherized	all_data
quetiapine	5	1.11 uM	0.4400223608789276	Cell Painting	non_spherized	all_data
quiflapon	5	1.11 uM	0.5783186990660836	Cell Painting	non_spherized	all_data
quinapril	5	1.11 uM	0.4052173075983562	Cell Painting	non_spherized	all_data
quinidine	10	1.11 uM	0.0626952700170224	Cell Painting	non_spherized	all_data
quizartinib	5	1.11 uM	0.6533132306889987	Cell Painting	non_spherized	all_data
r-428	5	1.11 uM	0.3769964765023073	Cell Painting	non_spherized	all_data
r547	5	1.11 uM	0.919490526072593	Cell Painting	non_spherized	all_data
rabeprazole	5	1.11 uM	0.0976653041343563	Cell Painting	non_spherized	all_data
racecadotril	5	1.11 uM	0.2436481112639504	Cell Painting	non_spherized	all_data
raclopride	5	1.11 uM	0.3907466560970327	Cell Painting	non_spherized	all_data
radezolid	5	1.11 uM	0.6702245776519044	Cell Painting	non_spherized	all_data
raf265	5	1.11 uM	0.7051410567633998	Cell Painting	non_spherized	all_data
raloxifene	5	1.11 uM	0.6348618796650106	Cell Painting	non_spherized	all_data
raltegravir	4	1.11 uM	0.230892049947549	Cell Painting	non_spherized	all_data
ramatroban	5	1.11 uM	0.3882730954962238	Cell Painting	non_spherized	all_data
ramelteon	5	1.11 uM	0.5186917283013563	Cell Painting	non_spherized	all_data
ramipril	5	1.11 uM	0.241150011133747	Cell Painting	non_spherized	all_data
ranitidine	5	1.11 uM	0.3906308066436406	Cell Painting	non_spherized	all_data
ranolazine	5	1.11 uM	0.314451349173782	Cell Painting	non_spherized	all_data
rasagiline	5	1.11 uM	0.1935592709371293	Cell Painting	non_spherized	all_data
rebamipide	5	1.11 uM	0.6253359128544479	Cell Painting	non_spherized	all_data
reboxetine	2	1.11 uM	0.1105925805559733	Cell Painting	non_spherized	all_data
refametinib	5	1.11 uM	0.8156565832814651	Cell Painting	non_spherized	all_data
regadenoson	5	1.11 uM	0.2103784854220474	Cell Painting	non_spherized	all_data
regorafenib	5	1.11 uM	0.4451451461454572	Cell Painting	non_spherized	all_data
relcovaptan	5	1.11 uM	0.4357246100437204	Cell Painting	non_spherized	all_data
repaglinide	5	1.11 uM	0.0840719609926741	Cell Painting	non_spherized	all_data
reparixin	5	1.11 uM	0.4234494274618612	Cell Painting	non_spherized	all_data
resatorvid	5	1.11 uM	0.8232576092104174	Cell Painting	non_spherized	all_data
reserpine	5	1.11 uM	0.1231408904175902	Cell Painting	non_spherized	all_data
resiquimod	5	1.11 uM	0.350031804744957	Cell Painting	non_spherized	all_data
resminostat	5	1.11 uM	0.5938107888966646	Cell Painting	non_spherized	all_data
resveratrol	5	1.11 uM	0.3443393541905333	Cell Painting	non_spherized	all_data
retapamulin	5	1.11 uM	0.0553804196441228	Cell Painting	non_spherized	all_data
retigabine	5	1.11 uM	0.2631543822326259	Cell Painting	non_spherized	all_data
rg-7388	5	1.11 uM	0.9229131768065132	Cell Painting	non_spherized	all_data
rg2833	4	1.11 uM	0.2985311632750084	Cell Painting	non_spherized	all_data
rg4733	5	1.11 uM	0.657157115141855	Cell Painting	non_spherized	all_data
ribavirin	5	1.11 uM	0.3436074990534724	Cell Painting	non_spherized	all_data
rifabutin	5	1.11 uM	0.2682727491500604	Cell Painting	non_spherized	all_data
rifaximin	5	1.11 uM	0.3106922822693182	Cell Painting	non_spherized	all_data
rilmenidine	5	1.11 uM	0.6156129264700736	Cell Painting	non_spherized	all_data
rilpivirine	5	1.11 uM	0.2190887648150344	Cell Painting	non_spherized	all_data
rimantadine	5	1.11 uM	0.7137910085935951	Cell Painting	non_spherized	all_data
rimcazole	5	1.11 uM	0.3678597918978811	Cell Painting	non_spherized	all_data
rimexolone	5	1.11 uM	0.7398499328737846	Cell Painting	non_spherized	all_data
rimonabant	5	1.11 uM	0.3696102648768549	Cell Painting	non_spherized	all_data
riociguat	5	1.11 uM	0.4134401970229326	Cell Painting	non_spherized	all_data
ripasudil	5	1.11 uM	0.5625001928672682	Cell Painting	non_spherized	all_data
risperidone	5	1.11 uM	0.2202157632244203	Cell Painting	non_spherized	all_data
ritodrine	5	1.11 uM	0.545359501685913	Cell Painting	non_spherized	all_data
rivaroxaban	5	1.11 uM	0.7999027133856825	Cell Painting	non_spherized	all_data
rizatriptan	5	1.11 uM	0.5802600872345361	Cell Painting	non_spherized	all_data
ro-4987655	5	1.11 uM	0.8938877184542057	Cell Painting	non_spherized	all_data
rociletinib	5	1.11 uM	0.4982582303436322	Cell Painting	non_spherized	all_data
rocuronium	5	1.11 uM	0.3843831114177976	Cell Painting	non_spherized	all_data
roflumilast	4	1.11 uM	0.6195913633417782	Cell Painting	non_spherized	all_data
rolipram	5	1.11 uM	0.6330253231693646	Cell Painting	non_spherized	all_data
romidepsin	5	1.11 uM	0.8947915670128139	Cell Painting	non_spherized	all_data
ropinirole	5	1.11 uM	0.442636014529287	Cell Painting	non_spherized	all_data
roquinimex	4	1.11 uM	0.5279295689083072	Cell Painting	non_spherized	all_data
roscovitine	5	1.11 uM	0.3291856888465072	Cell Painting	non_spherized	all_data
rosiglitazone	5	1.11 uM	0.7990552358277185	Cell Painting	non_spherized	all_data
rosuvastatin	5	1.11 uM	0.2836061997925711	Cell Painting	non_spherized	all_data
rotigotine	5	1.11 uM	0.2977339693626842	Cell Painting	non_spherized	all_data
rottlerin	4	1.11 uM	0.2290695987291699	Cell Painting	non_spherized	all_data
rotundine	5	1.11 uM	0.7721486191203123	Cell Painting	non_spherized	all_data
roxithromycin	5	1.11 uM	0.6502844442785973	Cell Painting	non_spherized	all_data
rs-127445	5	1.11 uM	0.3442537118987473	Cell Painting	non_spherized	all_data
ru-58841	5	1.11 uM	0.2334185701984704	Cell Painting	non_spherized	all_data
rucinol	5	1.11 uM	0.4248198932324559	Cell Painting	non_spherized	all_data
rupatadine	5	1.11 uM	0.3507304859908408	Cell Painting	non_spherized	all_data
rutin	5	1.11 uM	0.1141423136318093	Cell Painting	non_spherized	all_data
s18986	4	1.11 uM	0.3136403183421835	Cell Painting	non_spherized	all_data
safinamide	5	1.11 uM	0.1922217551683563	Cell Painting	non_spherized	all_data
salvinorin-a	5	1.11 uM	0.3798379019394737	Cell Painting	non_spherized	all_data
saquinavir	5	1.11 uM	0.6805308481695731	Cell Painting	non_spherized	all_data
saracatinib	5	1.11 uM	0.79216597484994	Cell Painting	non_spherized	all_data
sarcosine	5	1.11 uM	0.1574706297050001	Cell Painting	non_spherized	all_data
sasapyrine	5	1.11 uM	0.2272499028475938	Cell Painting	non_spherized	all_data
saxagliptin	5	1.11 uM	0.8272485062649304	Cell Painting	non_spherized	all_data
sb-683698	5	1.11 uM	0.2669047830669273	Cell Painting	non_spherized	all_data
sb-705498	5	1.11 uM	0.2514746667633077	Cell Painting	non_spherized	all_data
sb-743921	5	1.11 uM	0.920356875995572	Cell Painting	non_spherized	all_data
sb-756050	5	1.11 uM	0.087296890581679	Cell Painting	non_spherized	all_data
sb-939	5	1.11 uM	0.8857911289116276	Cell Painting	non_spherized	all_data
sc-12267	5	1.11 uM	0.2626594914938114	Cell Painting	non_spherized	all_data
scopolamine	5	1.11 uM	0.4462894511217508	Cell Painting	non_spherized	all_data
sdz-nkt-343	5	1.11 uM	0.4447712077496589	Cell Painting	non_spherized	all_data
secnidazole	5	1.11 uM	0.2587574792309915	Cell Painting	non_spherized	all_data
selamectin	5	1.11 uM	0.4773602399327071	Cell Painting	non_spherized	all_data
selegiline	5	1.11 uM	0.2493137916059878	Cell Painting	non_spherized	all_data
selumetinib	5	1.11 uM	0.6990886339987509	Cell Painting	non_spherized	all_data
semagacestat	5	1.11 uM	0.5440399750394006	Cell Painting	non_spherized	all_data
semaxanib	5	1.11 uM	0.5236210067125099	Cell Painting	non_spherized	all_data
senicapoc	5	1.11 uM	0.3239521076198567	Cell Painting	non_spherized	all_data
seocalcitol	5	1.11 uM	0.2547606175955051	Cell Painting	non_spherized	all_data
sep-227900	5	1.11 uM	0.7465862659468234	Cell Painting	non_spherized	all_data
sertaconazole	5	1.11 uM	0.1625989276950065	Cell Painting	non_spherized	all_data
sertindole	5	1.11 uM	0.500559651353891	Cell Painting	non_spherized	all_data
sertraline	5	1.11 uM	0.4429583525545977	Cell Painting	non_spherized	all_data
setiptiline	5	1.11 uM	0.5446658762459735	Cell Painting	non_spherized	all_data
sgi-1776	5	1.11 uM	0.5300710924818939	Cell Painting	non_spherized	all_data
siguazodan	5	1.11 uM	0.1895339265795801	Cell Painting	non_spherized	all_data
sildenafil	5	1.11 uM	0.0212228537158325	Cell Painting	non_spherized	all_data
simeprevir	5	1.11 uM	0.2202869695367507	Cell Painting	non_spherized	all_data
simvastatin	5	1.11 uM	0.2952672172134156	Cell Painting	non_spherized	all_data
sirolimus	5	1.11 uM	0.7556628570435222	Cell Painting	non_spherized	all_data
sk&f-10047-(+)	5	1.11 uM	0.2515722165327793	Cell Painting	non_spherized	all_data
snx-2112	5	1.11 uM	0.9212767971401402	Cell Painting	non_spherized	all_data
sobetirome	5	1.11 uM	0.5241121239477726	Cell Painting	non_spherized	all_data
sodium-gualenate	5	1.11 uM	0.8578579174649317	Cell Painting	non_spherized	all_data
sodium-tanshinone-ii-a-sulfonate	5	1.11 uM	0.6401271524306889	Cell Painting	non_spherized	all_data
sofalcone	4	1.11 uM	0.1239421721648928	Cell Painting	non_spherized	all_data
sofosbuvir	5	1.11 uM	0.7955394647595949	Cell Painting	non_spherized	all_data
solifenacin-succinate	5	1.11 uM	0.3650108806948722	Cell Painting	non_spherized	all_data
sorbinil	5	1.11 uM	0.4460392845237301	Cell Painting	non_spherized	all_data
sorbitol	5	1.11 uM	0.548761006181175	Cell Painting	non_spherized	all_data
sotalol	5	1.11 uM	0.4063419833388383	Cell Painting	non_spherized	all_data
sotrastaurin	5	1.11 uM	0.5553946300470338	Cell Painting	non_spherized	all_data
sparfloxacin	5	1.11 uM	0.6447631095100058	Cell Painting	non_spherized	all_data
spironolactone	5	1.11 uM	0.2172572263178089	Cell Painting	non_spherized	all_data
sr-2640	5	1.11 uM	0.249841465376823	Cell Painting	non_spherized	all_data
sr-33805	2	1.11 uM	0.452860059567344	Cell Painting	non_spherized	all_data
sta-5326	2	1.11 uM	0.7739887937617995	Cell Painting	non_spherized	all_data
stavudine	5	1.11 uM	0.7441814549244179	Cell Painting	non_spherized	all_data
su014813	5	1.11 uM	0.546143412075127	Cell Painting	non_spherized	all_data
sulbactam	5	1.11 uM	0.5484840124032646	Cell Painting	non_spherized	all_data
sulbutiamine	5	1.11 uM	0.3036650000217529	Cell Painting	non_spherized	all_data
sulfafurazole	5	1.11 uM	0.0145832598513877	Cell Painting	non_spherized	all_data
sulfasalazine	5	1.11 uM	0.131097977145947	Cell Painting	non_spherized	all_data
sulforaphane	5	1.11 uM	0.6986724419342714	Cell Painting	non_spherized	all_data
sumatriptan	5	1.11 uM	0.1185124968852397	Cell Painting	non_spherized	all_data
sunitinib	5	1.11 uM	0.8450384592267963	Cell Painting	non_spherized	all_data
suprofen	5	1.11 uM	0.1140377085352579	Cell Painting	non_spherized	all_data
suvorexant	5	1.11 uM	0.2115016290278532	Cell Painting	non_spherized	all_data
swainsonine	5	1.11 uM	0.7596291152413417	Cell Painting	non_spherized	all_data
t-5224	5	1.11 uM	0.2398607497388862	Cell Painting	non_spherized	all_data
tacalcitol	5	1.11 uM	0.4290601344734926	Cell Painting	non_spherized	all_data
